DataID,Publication date,Titile,Author#1,Author#2,Author#3,Author#4,Author#5,Author#6,Author#7,Author#8,Author#9,Author#10,Author#11
Digital Data 2008-0121,January 22  2008,Majeau Lake Isopach and Lithofacies (GIS data  line features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0120,January 22  2008,Cooking Lake Isopach and Lithofacies (GIS data  polygon features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0119,January 22  2008,Cooking Lake Isopach and Lithofacies (GIS data  line features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0118,January 22  2008,Woodbend Reef Complexes and Index Map (GIS data  polygon features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0117,January 22  2008,Woodbend Reef Complexes and Index Map (GIS data  line features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0116,January 22  2008,Winterburn Structure (GIS data  polygon features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0115,January 22  2008,Winterburn Structure (GIS data  line features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0114,January 22  2008,Winterburn Isopach (GIS data  polygon features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0113,January 22  2008,Winterburn Isopach (GIS data  line features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0112,January 22  2008,Woodbend Isopach (GIS data  polygon features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0111,January 22  2008,Woodbend Isopach (GIS data  line features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0110,January 22  2008,Woodbend-Winterburn Isopach (GIS data  polygon features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0109,January 22  2008,Woodbend-Winterburn Isopach (GIS data  line features),Switzer  S.B.,Holland  W.G.,Christie  D.S.,Graf  G.C.,Hedinger  A.S.,McAuley  R.J.,Wierzbicki  R.A.,Packard  J.J.,,,
Digital Data 2008-0108,January 22  2008,Waterways and Souris River Lithofacies (GIS data  polygon features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0107,January 22  2008,Waterways and Souris River Lithofacies (GIS data  line features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0106,January 22  2008,Slave Point and Swan Hills Lithofacies (GIS data  polygon features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0105,January 22  2008,Fort Vermilion and Equivalent Lithofacies (GIS data  line features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0104,January 22  2008,Fort Vermilion and Equivalent Lithofacies (GIS data  polygon features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0103,January 22  2008,Fort Vermilion and Equivalent Lithofacies (GIS data  line features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0102,January 22  2008,Watt Mountain Formation and Equivalent Stratigraphic Units Lithofacies (GIS data  polygon features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0101,January 22  2008,Watt Mountain Formation and Equivalent Stratigraphic Units Lithofacies (GIS data  line features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0100,January 22  2008,Beaverhill Lake Structure (GIS data  polygon features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0099,January 22  2008,Beaverhill Lake Structure (GIS data  line features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0098,January 22  2008,Transgressive Sequence Isopach (GIS data  polygon features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0097,January 22  2008,Transgressive Sequence Isopach (GIS data  line features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0096,January 22  2008,Beaverhill Lake Isopach (GIS data  polygon features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0095,January 22  2008,Beaverhill Lake Isopach (GIS data  line features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0094,January 22  2008,Beaverhill Lake Regional Paleogeography (GIS data  polygon features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0093,January 22  2008,Beaverhill Lake Regional Paleogeography (GIS data  line features),Oldale  H.S.,Munday  R.J.,,,,,,,,,
Digital Data 2008-0092,January 22  2008,Elk Point Structure (GIS data  polygon features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0091,January 22  2008,Elk Point Structure (GIS data  line features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0090,January 22  2008,Distribution of Middle Givetian Strata (GIS data  polygon features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0089,January 22  2008,Distribution of Middle Givetian Strata (GIS data  line features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0088,January 22  2008,Distribution of Lower Givetian Strata (GIS data  polygon features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0087,January 22  2008,Distribution of Lower Givetian Strata (GIS data  line features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0086,January 22  2008,Distribution of Lower Middle Devonian  Headless Equivalents (GIS data  polygon features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0085,January 22  2008,Distribution of Lower Middle Devonian  Headless Equivalents (GIS data  line features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0084,January 22  2008,Distribution of Lower Middle Devonian Sub-Headless Strata (GIS data  polygon features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0083,January 22  2008,Distribution of Lower Middle Devonian Sub-Headless Strata (GIS data  line features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0082,January 22  2008,Distribution of Lower Devonian Strata (GIS data  polygon features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0081,January 22  2008,Distribution of Lower Devonian Strata (GIS data  line features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0080,January 22  2008,Elk Point Isopach (GIS data  polygon features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0079,January 22  2008,Elk Point Isopach (GIS data  line features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0078,January 22  2008,Pre-Devonian Paleotopographic Features (GIS data  polygon features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0077,January 22  2008,Pre-Devonian Paleotopographic Features (GIS data  line features),Meijer Drees  N.C.,,,,,,,,,,
Digital Data 2008-0076,January 22  2008,Interlake/Stonewall Isopach and Lithofacies (GIS data  polygon features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0075,January 22  2008,Interlake/Stonewall Isopach and Lithofacies (GIS data  polygon overlay features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0074,January 22  2008,Stony Mountain Isopach and Lithofacies (GIS data  polygon features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0073,January 22  2008,Stony Mountain Isopach and Lithofacies (GIS data  polygon overlay features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0072,January 22  2008,Stony Mountain Isopach and Lithofacies (GIS data  line features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0071,January 22  2008,Red River Isopach and Lithofacies (GIS data  polygon features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0070,January 22  2008,Red River Isopach and Lithofacies (GIS data  polygon overlay features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0069,January 22  2008,Winnipeg Isopach and Lithofacies (GIS data  polygon features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0068,January 22  2008,Winnipeg Isopach and Lithofacies (GIS data  polygon overlay features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0067,January 22  2008,Ordovician-Silurian Subcrop/Outcrop Williston Basin (GIS data  polygon features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0066,January 22  2008,Ordovician-Silurian Subcrop/Outcrop Williston Basin (GIS data  line features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0065,January 22  2008,Ordovician-Silurian Structure (GIS data  polygon features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0064,January 22  2008,Ordovician-Silurian Structure (GIS data  line features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0063,January 22  2008,Distribution map (GIS data  polygon features),Norford  B.S.,Haidl  F.M.,Bezys  R.K.,Cecile  M.P.,McCabe  H.R.,Paterson  D.F.,,,,,
Digital Data 2008-0062,January 22  2008,Cambrian-Lower Ordovician Structure (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0061,January 22  2008,Upper Cambrian and Lower Ordovician Isopach and Lithofacies (GIS data  polygon features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0060,January 22  2008,Upper Cambrian and Lower Ordovician Isopach and Lithofacies (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0059,January 22  2008,Upper Cambrian - Lower Ordovician Lithology Carbonates (GIS data  polygon features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0058,January 22  2008,Upper Cambrian - Lower Ordovician Lithology Carbonates (GIS data  polygon overlay features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0057,January 22  2008,Upper Cambrian - Lower Ordovician Lithology Carbonates (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0056,January 22  2008,Upper Cambrian - Lower Ordovician Lithology Shale (GIS data  polygon features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0055,January 22  2008,Upper Cambrian - Lower Ordovician Lithology Shale (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0054,January 22  2008,Upper Cambrian - Lower Ordovician Lithology Siltstone (GIS data  polygon features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0053,January 22  2008,Upper Cambrian - Lower Ordovician Lithology Siltstone (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0052,January 22  2008,Upper Cambrian - Lower Ordovician Lithology Sandstone (GIS data  polygon features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0051,January 22  2008,Upper Cambrian - Lower Ordovician Lithology Sandstone (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0050,January 22  2008,Middle Cambrian Isopach and Lithofacies (GIS data  polygon features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0049,January 22  2008,Middle Cambrian Isopach and Lithofacies (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0048,January 22  2008,Middle Cambrian Lithology Carbonates (GIS data  polygon features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0047,January 22  2008,Middle Cambrian Lithology Carbonates (GIS data  polygon overlay features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0046,January 22  2008,Middle Cambrian Lithology Carbonates (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0045,January 22  2008,Middle Cambrian Lithology Shale (GIS data  polygon features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0044,January 22  2008,Middle Cambrian Lithology Shale (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0043,January 22  2008,Middle Cambrian Lithology Siltstone (GIS data  polygon features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0042,January 22  2008,Middle Cambrian Lithology Siltstone (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0041,January 22  2008,Middle Cambrian Lithology Sandstone (GIS data  polygon features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0040,January 22  2008,Middle Cambrian Lithology Sandstone (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0039,January 22  2008,Cambrian and Lower Ordovician Isopach (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0038,January 22  2008,Index map showing the present distribution of Middle Cambrian to Lower Ordovician (GIS data  polygon features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0037,January 22  2008,Index map showing the present distribution of Middle Cambrian to Lower Ordovician (GIS data  line features),Slind  O.L.,Andrews  G.D.,Murray  D.L.,Norford  B.S.,Paterson  D.F.,Salas  C.J.,Tawadros  E.E.,,,,
Digital Data 2008-0036,January 22  2008,Triassic (PT2) Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0035,January 22  2008,Triassic (PT2) Paleogeography (GIS data  line features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0034,January 22  2008,Permian (PT1) Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0033,January 22  2008,Permian (PT1) Paleogeography (GIS data  line features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0032,January 22  2008,Carboniferous Elkton/Midale (DM6) Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0031,January 22  2008,Carboniferous Elkton/Midale (DM6) Paleogeography (GIS data  line features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0030,January 22  2008,Carboniferous Banff/Lodgepole (DM5) Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0029,January 22  2008,Carboniferous Banff/Lodgepole (DM5) Paleogeography (GIS data  line features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0028,January 22  2008,Devonian Woodbend/Duperow (DM4) Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0027,January 22  2008,Devonian Woodbend/Duperow (DM4) Paleogeography (GIS data  line features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0026,January 22  2008,Devonian Beaverhill Lake/Souris River (DM3) Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0025,January 22  2008,Devonian Beaverhill Lake/Souris River (DM3) Paleogeography (GIS data  line features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0024,January 22  2008,Devonian Upper Elk Point (DM2) Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0023,January 22  2008,Devonian Upper Elk Point (DM2) Paleogeography (GIS data  line features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0022,January 22  2008,Devonian Upper Elk Point (DM2) Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0021,January 22  2008,Silurian (OS4) Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0020,January 22  2008,Silurian (OS4) Paleogeography (GIS data  line features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0019,January 22  2008,Ordovician (OS3) Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0018,January 22  2008,Ordovician (OS3) Paleogeography (GIS data  line features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0017,January 22  2008,Ordovician (OS2) Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0016,January 22  2008,Ordovician (OS2) Paleogeography (GIS data  line features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0015,January 22  2008,Ordovician (OS1) Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0014,January 22  2008,Ordovician (OS1) Paleogeography (GIS data  line features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0013,January 22  2008,Cambrian Paleogeography (GIS data  polygon features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0012,January 22  2008,Cambrian Paleogeography (GIS data  line features),Kent  D.M.,,,,,,,,,,
Digital Data 2008-0011,January 22  2008,Relation of the Precambrian lithostructural units (GIS data  polygon features),Burwash  R.A.,McGregor  C.R.,Wilson  J.A.,,,,,,,,
Digital Data 2008-0010,January 22  2008,Relation of the Precambrian lithostructural units (GIS data  line features),Burwash  R.A.,McGregor  C.R.,Wilson  J.A.,,,,,,,,
Digital Data 2008-0009,January 22  2008,Precambrian Structure (GIS data  polygon features),Burwash  R.A.,McGregor  C.R.,Wilson  J.A.,,,,,,,,
Digital Data 2008-0008,January 22  2008,Precambrian Structure (GIS data  line features),Burwash  R.A.,McGregor  C.R.,Wilson  J.A.,,,,,,,,
Digital Data 2008-0007,July 29  2008,Tectonic domains for the basement of the WCSB (GIS data  polygon features),Ross  G.M.,Broome  J.,Miles  W.,,,,,,,,
Digital Data 2008-0006,January 22  2008,Tectonic domains for the basement of the WCSB (GIS data  line features),Ross  G.M.,Broome  J.,Miles  W.,,,,,,,,
Digital Data 2008-0005,January 22  2008,Williston Basin Phanerozoic Isopach and Structural Elements (GIS data  polygon features),Wright  G.N.,McMechan  M.E.,Potter  D.E.G.,,,,,,,,
Digital Data 2008-0004,January 22  2008,Williston Basin Phanerozoic Isopach and Structural Elements (GIS data  line features),Wright  G.N.,McMechan  M.E.,Potter  D.E.G.,,,,,,,,
Digital Data 2008-0003,January 22  2008,Structural controls in the Peace River area (GIS data  line features),Wright  G.N.,McMechan  M.E.,Potter  D.E.G.,,,,,,,,
Digital Data 2008-0002,January 22  2008,Structural Elements of the WCSB (GIS data  polygon features),Wright  G.N.,McMechan  M.E.,Potter  D.E.G.,,,,,,,,
Digital Data 2008-0001,January 22  2008,Structural Elements of the WCSB (GIS data  line features),Wright  G.N.,McMechan  M.E.,Potter  D.E.G.,,,,,,,,
Digital Data 2007-0078,December 13  2007,Surficial geology  Alberta Foothills and Rocky Mountains - Glacial features (GIS data  line features),Bayrock  L.A.,Reimchen  T.H.F.,,,,,,,,,
Digital Data 2007-0077,December 05  2007,Surficial Geology  Alberta Foothills and Rocky Mountains (GIS data  polygon features),Bayrock  L.A.,Reimchen  T.H.F.,,,,,,,,,
Digital Data 2007-0076,November 19  2008,Surface water chemistry data from the Athabasca Oil sands in-situ area - tabular data.,Lemay  T.G.,,,,,,,,,,
Digital Data 2007-0027,November 19  2008,Database for the Edson CBM Exploration Block-Alberta  Ardley Coal Zone Characterization and Sandstone Channels Geometry,Pana  C.,,,,,,,,,,
Digital Data 2007-0026,June 26  2007,Bedrock thalwegs  1:2 000 000 scale (GIS data  line features),Pawlowicz  J.G.,Fenton  M.M.,Andriashek  L.D.,,,,,,,,
Digital Data 2007-0025,May 07  2007,Quaternary Geology of Central Alberta - Meltwater deltas and fans (GIS data  polygon overlay features),Shetsen  I.,,,,,,,,,,
Digital Data 2007-0024,May 31  2007,Quaternary Geology of Central Alberta - Linear landform features (GIS data  line features),Shetsen  I.,,,,,,,,,,
Digital Data 2007-0023,May 31  2007,Quaternary Geology of Central Alberta (GIS data  point features),Shetsen  I.,,,,,,,,,,
Digital Data 2007-0022,May 03  2007,Quaternary Geology of Central Alberta - Areas modified by glacial lakes and streams  and lacustrine veneer (GIS data  polygon overlay features),Shetsen  I.,,,,,,,,,,
Digital Data 2007-0021,May 08  2007,Bedrock Thalwegs of Bistcho Lake Area  Alberta (NTS 84M) (GIS data  thalweg line features),Pawlowicz  J.G.,Nicoll  T.J.,Sciarra  J.N.,,,,,,,,
Digital Data 2007-0020,May 08  2007,Drift Thickness of Bistcho Lake Area  Alberta (NTS 84M) (GIS data  line features),Pawlowicz  J.G.,Nicoll  T.J.,Sciarra  J.N.,,,,,,,,
Digital Data 2007-0019,May 08  2007,Bedrock Topography of Bistcho Lake Area  Alberta (NTS 84M) (GIS data  line features),Pawlowicz  J.G.,Nicoll  T.J.,Sciarra  J.N.,,,,,,,,
Digital Data 2007-0018,May 01  2007,Quaternary Geology of Central Alberta - Deposits (GIS data  polygon features),Shetsen  I.,,,,,,,,,,
Digital Data 2007-0017,April 03  2007,Quaternary Geology of Southern Alberta - Meltwater deltas and fans (GIS data  polygon overlay features),Shetsen  I.,,,,,,,,,,
Digital Data 2007-0016,May 31  2007,Quaternary Geology of Southern Alberta (GIS data  point features),Shetsen  I.,,,,,,,,,,
Digital Data 2007-0015,May 31  2007,Quaternary Geology of Southern Alberta - Linear landform features (GIS data  line features),Shetsen  I.,,,,,,,,,,
Digital Data 2007-0014,April 03  2007,Quaternary Geology of Southern Alberta - Areas modified by glacial lakes and streams  and lacustrine veneer (GIS data  polygon overlay features),Shetsen  I.,,,,,,,,,,
Digital Data 2007-0013,March 28  2007,Surficial Geology of the Bushe River - Ponton River Area (NTS 84K/NE) (GIS data  permafrost  polygon features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,Smith  I.R.,,,,,,,,
Digital Data 2007-0012,March 27  2007,Quaternary Geology of Southern Alberta - Deposits (GIS data  polygon features),Shetsen  I.,,,,,,,,,,
Digital Data 2007-0011,March 22  2007,Structures and Faults in the Peace River Arch Region  Alberta  2006 (GIS Data  line features),Mei  S.,,,,,,,,,,
Digital Data 2007-0010,March 26  2007,Surficial Geology of the Bushe River - Ponton River Area (NTS 84K/NE) (GIS data  polygon features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,Smith  I.R.,,,,,,,,
Digital Data 2007-0009,November 19  2008,Alberta Diamond Occurrences Dataset,Eccles  D.R.,,,,,,,,,,
Digital Data 2007-0008,November 19  2008,Alberta Kimberlite Xenocryst Dataset,Eccles  D.R.,,,,,,,,,,
Digital Data 2007-0006,November 19  2008,Alberta Diamond Inclusion Dataset,Eccles  D.R.,,,,,,,,,,
Digital Data 2007-0005,March 26  2007,Surficial Geology of the Bushe River - Ponton River Area (NTS 84K/NE) (GIS data  point features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,Smith  I.R.,,,,,,,,
Digital Data 2007-0004,March 26  2007,Surficial Geology of the Bushe River - Ponton River Area (NTS 84K/NE) (GIS data  line features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,,,,,,,,,
Digital Data 2007-0003,February 21  2007,Surficial Geology of the La Crete Area (NTS 84K/SE) (GIS data  polygon features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,,,,,,,,,
Digital Data 2007-0002,February 21  2007,Surficial Geology of the La Crete Area (NTS 84K/SE) (GIS data  point features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,,,,,,,,,
Digital Data 2007-0001,February 21  2007,Surficial Geology of the La Crete Area (NTS 84K/SE) (GIS data  line features),Geological Survey of CanadaPaulen  R.C.,Plouffe  A.,,,,,,,,,
Digital Data 2006-0052,July 12  2011,Quaternary Geology and Bedrock Subcrop of the Cold Lake to Ft. McMurray Area  Alberta - Surface Structure  Empress Formation Sand and Gravel (NTS 73L  M) (1:250 000-scale gridded data),Andriashek  L.D.,,,,,,,,,,
Digital Data 2006-0050,July 21  2006,Surficial geology of the Bitumount area  Alberta  NTS 74E (GIS data  polygon outline features),Bayrock  L.A.,,,,,,,,,,
